"","Bacillus","Klebsiella","Erysipelotrichaceae_incertae_sedis","Varibaculum","Ureibacillus","Eubacterium","Acidovorax","Porphyromonadaceae_unclassified","Parvimonas","Clostridium_IV","Lactobacillales_unclassified","Haemophilus","Firmicutes_unclassified","Peptostreptococcus","Bifidobacterium","Burkholderiales_unclassified","Lactobacillaceae_unclassified","Methylobacteriaceae_unclassified","Rothia","Coriobacteriaceae_unclassified","Lysinibacillus","Faecalibacterium","Gemmiger","Sphingomonadaceae_unclassified","Brachyspira","Clostridia_unclassified","Actinomycetales_unclassified","Collinsella","Flavonifractor","Bifidobacteriaceae_unclassified","Slackia","Bacillales_unclassified","Butyricimonas","Peptoniphilus","Aneurinibacillus","Lactobacillus","Streptococcaceae_unclassified","Pelomonas","Anaerococcus","Leuconostoc","Methylocystis","Spirochaetaceae_unclassified","Bacillaceae_2_unclassified","Turicibacter","Clostridium_XlVa","Paenibacillus","Treponema","Brevibacillus","Atopobium","Clostridium_XlVb","Veillonella","Succinivibrio","Ruminococcaceae_unclassified","Mitsuokella","Microbacteriaceae_unclassified","Sutterella","Clostridium_XVIII","Escherichia_Shigella","Sarcina","Eggerthella","Cetobacterium","Lachnospiracea_incertae_sedis","Burkholderiales_incertae_sedis_unclassified","Fusobacteriaceae_unclassified","Clostridium_sensu_stricto","Akkermansia","Roseburia","Prevotellaceae_unclassified","Barnesiella","Megasphaera","Weissella","Dorea","Mogibacterium","Actinobacteria_unclassified","Enterococcaceae_unclassified","Catenibacterium","unknown_unclassified","Ruminococcus","Dialister","Alphaproteobacteria_unclassified","Streptococcus","Bacteroidetes_unclassified","Howardella","Megamonas","Enterobacteriaceae_unclassified","Butyrivibrio","Anaerobacter","Desulfovibrio","Enterococcus","Odoribacter","Campylobacter","Subdoligranulum","Pseudomonas","Cloacibacterium","Lactococcus","Bacteroides","Pseudoflavonifractor","Prevotella","Comamonas","Eubacteriaceae_unclassified","Granulicatella","Peptostreptococcaceae_unclassified","Streptophyta_unclassified","Butyricicoccus","Gemella","Proteobacteria_unclassified","Propionibacteriaceae_unclassified","Blautia","Propionibacterium","Bacteroidales_unclassified","Bacteria_unclassified","Clostridiales_unclassified","Oscillibacter","Comamonadaceae_unclassified","Clostridium_XI","Staphylococcus","Alistipes","TM7_genera_incertae_sedis_unclassified","Veillonellaceae_unclassified","Erysipelotrichaceae_unclassified","Parabacteroides","Actinomyces","Clostridiaceae_1_unclassified","Lachnospiraceae_unclassified","Bacilli_unclassified","Selenomonadales_unclassified","Bacillaceae_1_unclassified","Gammaproteobacteria_unclassified"
"M1",0,1,0,0,0,0,0,0,0,0,14,1,9,0,7,0,0,0,2,20,0,115,0,0,0,0,1,1,0,0,24,1,0,0,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,138,0,0,0,3,5,0,0,0,8,0,0,0,0,26,2,0,1,3,381,0,1,0,0,0,1635,54,0,1028,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,563,0,0,150,58,0,0,6,1,0,1,0,64,0,7,6,604,0,0,0,0
"M11",1,0,18,3,0,0,0,0,1,0,4,1,69,0,0,0,0,0,0,154,0,3178,0,0,0,3,0,118,11,0,30,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,624,7,0,0,0,0,49,11,0,70,0,0,49,0,2,131,1,0,0,18,0,6,0,6,0,1,779,0,1,16,7,0,0,0,2,0,2,0,0,1,0,0,0,10,0,41,1,0,0,21,0,0,0,0,0,67,0,9,372,284,0,0,821,0,2,0,38,1,0,1,23,98,0,0,0,0
"M12",1,0,107,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,180,0,997,0,0,0,2,0,133,9,0,11,4,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,659,8,0,0,0,0,10,3,0,7,0,0,0,0,3,88,0,0,0,23,0,17,0,30,0,144,779,0,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,1,0,0,0,1,0,0,0,82,0,19,655,2018,2,0,40,0,3,1,32,16,0,3,10,112,0,0,0,0
"M120",0,0,15,0,0,0,0,0,0,0,2,0,30,0,6,0,0,0,0,33,0,392,0,0,1,2,0,9,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,3,0,0,1,0,1136,0,0,0,0,0,207,0,0,1,0,0,1,0,2,173,0,0,1,17,0,3,0,19,1,12,304,0,98,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,43,0,3,55,24,0,0,248,0,0,0,7,1,0,0,156,65,1,1,0,0
"M122",0,0,102,0,0,0,0,0,0,0,1,0,47,0,3,0,0,0,1,47,0,274,1,0,0,0,0,28,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,1,0,0,1,0,4089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,4,26,2,0,0,23,0,46,6,0,16,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,42,0,3,0,0,124,0,0,145,84,0,0,54,0,0,0,0,9,0,0,36,225,0,0,0,0
"M123",0,4,9,0,0,0,0,0,0,0,1,0,20,2,1,0,0,0,0,12,0,965,2,0,0,3,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,3259,0,0,0,0,12,0,1,0,13,0,21,0,1,5,47,0,1,0,12,0,2,0,16,0,3,104,0,0,2,0,0,3,0,0,0,6,0,1,0,0,0,0,19,0,9,0,0,0,0,0,0,0,0,0,34,0,4,64,46,0,0,31,0,1,0,3,0,0,0,3,39,0,0,0,0
"M13",2,0,6,0,0,0,0,2,0,0,1,0,130,0,1,0,0,0,0,41,0,924,1,0,0,2,0,76,6,0,5,9,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,0,0,0,0,0,535,0,0,0,0,1,25,1,0,1,0,0,97,0,1,113,0,0,0,6,0,13,0,0,0,0,963,0,0,15,2,0,0,7,1,1,0,0,0,0,0,0,0,12,0,29,0,0,0,7,0,0,0,0,0,16,0,21,964,2352,0,0,286,0,2,0,58,2,0,1,18,84,0,0,0,0
"M14",0,0,27,0,0,0,0,0,0,1,0,1,130,0,3,0,0,0,0,100,0,111,0,0,0,0,2,189,15,0,10,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1346,0,0,0,0,114,0,1,0,7,0,0,0,0,2,0,0,1,0,279,2,8,0,9,0,3,1360,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,526,0,1,486,158,0,0,6,1,0,1,38,0,0,1,4,340,0,1,0,0
"M148",0,1,35,0,0,0,0,0,0,0,2,0,77,0,73,0,0,0,0,101,0,388,0,0,0,1,1,112,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,259,0,0,0,0,0,2,1,0,6,0,0,0,0,9,27,0,0,0,33,0,6,0,3,0,7,153,0,26,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,8,0,0,0,3,2,0,0,0,0,56,0,0,268,252,0,0,63,1,0,0,7,3,0,1,164,137,0,0,0,1
"M153",0,0,6,0,0,0,0,0,0,2,0,0,144,0,3,0,0,0,1,47,1,54,3,0,0,4,1,30,49,0,1,14,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,0,3723,0,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,5,2,3,4,0,16,1,71,7,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,45,0,0,151,89,0,0,51,1,0,0,0,0,0,1,7,482,0,0,0,0
"M16",0,1,16,0,0,0,0,0,0,0,1,1,132,0,0,0,0,0,0,45,0,421,1,0,0,2,1,9,1,0,16,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,1,2,354,2,0,0,0,0,0,0,0,109,0,0,728,0,33,27,0,0,0,22,0,7,0,25,0,3,536,0,9,8,4,0,0,10,1,0,2,0,0,0,0,0,0,2,0,8,0,0,1,10,6,0,0,0,0,34,0,0,543,969,1,0,685,0,1,0,13,1,0,1,29,677,0,0,0,0
"M17",0,0,14,0,0,1,0,0,0,0,0,0,161,0,578,0,0,0,1,52,0,3349,0,0,0,0,0,138,6,4,46,4,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,5,1254,0,0,0,1,0,0,0,0,11,0,0,33,0,7,42,0,0,0,34,0,20,0,32,0,44,509,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,0,0,0,35,0,0,715,111,1,0,43,0,2,2,11,58,0,4,22,96,0,2,0,0
"M170",1,0,111,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,15,0,63,0,0,0,4,1,99,0,0,7,11,0,0,1,0,0,0,1,0,0,0,0,419,0,1,0,3,0,0,1,0,307,0,0,0,2,2,451,0,0,26,0,0,0,0,1,5,0,0,0,253,0,2,0,25,0,10,0,0,35,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,385,0,0,100,43,0,0,459,0,0,1,0,5,0,2,208,396,0,0,0,0
"M18",0,0,4,0,0,0,0,0,0,2,0,0,75,0,1,1,0,0,0,3,0,598,1,0,0,7,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,4,551,0,0,0,0,0,0,1,0,9,0,0,13,0,4,1472,0,0,0,73,0,1,0,11,0,0,59,0,1,26,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,179,0,0,0,11,0,1,0,0,0,57,0,24,472,198,3,0,420,0,0,0,3,6,1,0,9,295,0,0,0,0
"M19",0,0,30,0,0,0,0,0,0,0,0,0,31,0,54,0,0,0,0,102,0,107,0,0,0,1,0,13,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,3,0,178,0,0,0,0,0,0,4,0,16,0,0,0,0,2,32,0,0,0,310,0,2,0,219,0,32,8,0,26,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,10,0,0,0,8,9,0,0,0,0,293,0,1,229,124,0,0,516,0,0,0,1,2,0,3,252,506,0,0,0,0
"M199",0,0,23,0,0,1,0,0,0,0,0,0,772,0,0,0,0,0,0,51,0,45,0,0,0,4,1,33,14,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2170,0,0,0,0,0,3,1,0,0,0,0,0,0,1,19,0,0,5,11,10,17,0,40,0,183,3,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,197,0,0,181,1492,0,0,18,1,0,1,0,5,0,4,3,276,0,0,1,0
"M2",0,5,41,0,0,0,0,1,0,0,0,0,187,0,0,0,0,0,0,388,0,851,3,0,0,6,0,121,9,0,38,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,1,2715,0,0,0,0,2,0,34,0,12,0,0,0,0,1,58,0,0,0,49,0,48,0,43,0,83,31,0,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,1,1,0,0,0,0,0,91,0,0,642,209,1,0,49,0,0,1,5,7,0,7,34,156,0,0,0,0
"M20",0,0,38,0,0,0,0,0,0,0,13,0,192,0,7,1,0,0,6,60,0,116,0,0,0,10,0,18,1,0,35,13,0,0,0,0,2,0,0,21,0,0,0,112,0,0,0,2,1,0,4,0,158,1,0,0,0,3,871,0,0,17,0,0,0,0,1,8,0,1,190,7,0,1,1,3,0,3,121,0,1632,1,1,0,0,2,36,0,11,0,0,0,0,0,0,0,0,3,0,0,0,39,4,0,0,0,1,71,0,1,262,103,0,0,1380,10,0,0,5,6,0,6,1314,398,1,0,0,0
"M207",0,0,22,0,0,0,0,0,0,0,1,0,58,0,1,0,0,0,0,12,0,321,0,0,0,0,0,110,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,178,0,0,0,2,0,0,1,0,15,0,0,0,1,7,1320,0,0,0,114,0,2,0,83,0,9,1,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,604,1,0,3,0,0,0,1,0,0,621,0,38,144,50,0,0,16,0,0,0,1,45,0,0,2,519,0,0,0,0
"M21",0,0,55,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,27,0,499,0,0,0,1,0,2,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,0,241,0,0,0,0,1,21,4,0,64,0,0,0,0,10,47,0,0,0,197,0,3,0,58,0,4,100,0,9,3,3,0,2,43,1,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,649,0,2,238,112,1,0,17,0,0,0,3,26,0,3,33,517,0,0,0,0
"M218",0,3,25,0,0,1,0,0,0,0,3,0,95,0,0,0,0,0,1,30,0,457,1,0,0,2,0,29,7,0,39,0,0,0,0,0,7,0,0,0,0,14,0,3,1,0,0,0,0,0,18,4,690,0,0,0,1,52,2,0,0,42,0,0,8,0,39,266,0,0,3,54,2,2,0,12,0,4,0,0,137,58,0,0,2,0,0,0,5,0,3,0,0,0,0,2,3,87,0,0,0,12,3,0,0,0,0,115,0,26,362,549,2,0,565,0,0,0,0,7,1,2,23,207,0,0,0,1
"M22",0,4,24,0,0,0,0,0,0,0,5,0,43,0,0,0,0,0,0,41,0,238,1,0,0,1,0,69,0,0,4,13,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,355,1,0,0,0,2,0,0,0,5,0,2,0,0,3,72,0,0,0,19,0,4,0,14,0,12,37,0,245,13,0,0,0,2,0,0,36,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,67,0,2,299,92,0,0,120,0,0,0,3,1,0,1,80,474,1,0,0,1
"M224",0,0,1,0,0,0,0,0,0,0,47,0,48,0,804,0,0,0,0,338,0,215,0,0,0,1,1,34,2,12,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2779,0,0,0,0,0,1,0,0,7,0,0,0,0,1,149,0,0,0,2,1,13,0,30,0,1,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,48,0,4,209,46,1,0,4,0,0,0,1,1,0,0,0,70,1,0,0,0
"M23",0,0,39,0,0,0,0,0,0,0,0,0,32,0,14,0,0,0,0,11,0,521,0,0,0,0,0,7,0,0,2,9,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,0,0,0,0,0,64,5,0,0,1,2,3,0,0,55,0,1,0,0,37,42,0,0,0,205,0,3,0,63,0,3,81,0,7,2,2,0,0,0,24,0,4,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,404,0,0,62,77,0,0,137,0,0,0,1,0,0,0,777,514,0,0,0,0
"M24",0,23,119,0,0,0,0,0,0,0,1,0,112,0,0,0,0,0,2,22,0,77,0,0,0,6,0,6,5,0,3,6,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0,2,0,0,3,0,152,0,0,0,0,0,0,1,0,7,0,0,1,0,8,2,0,0,8,198,0,1,0,88,0,14,35,0,94,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,406,0,0,257,144,0,0,292,0,0,0,1,5,0,3,260,548,0,0,0,1
"M25",0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,379,0,0,0,1,1,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,95,0,0,4,0,0,0,0,0,138,0,0,0,0,0,4,4,0,15,0,0,0,1,17,367,0,0,0,83,0,0,0,60,0,878,77,0,12,3,0,0,0,8,4,0,0,0,0,0,0,0,0,12,0,6,0,0,0,2,0,0,0,0,0,176,0,22,105,147,0,0,245,0,1,0,2,0,1,0,108,394,0,0,0,0
"M253",0,0,19,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,1,0,1002,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,11,304,1,0,0,0,2,0,0,0,5,0,0,0,0,5,2754,0,0,0,4,1,0,0,8,0,9,2,0,54,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,1,0,0,0,1,0,0,56,0,44,51,33,0,0,8,0,0,0,1,1,0,1,3,102,0,0,0,2
"M26",0,0,110,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,15,0,58,0,0,0,1,1,32,5,0,14,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,24,181,0,3,0,190,0,14,3,0,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,244,0,1,265,226,1,0,42,4,0,0,0,6,0,2,22,520,0,0,0,0
"M262",0,0,4,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,2,0,2360,0,0,0,1,2,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2104,0,0,0,1,5,0,0,0,1,0,0,0,0,1,21,0,0,0,11,0,0,0,11,0,0,0,0,35,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,88,0,0,69,24,0,0,19,0,0,0,0,168,0,0,12,83,0,0,0,0
"M265",0,0,26,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,23,0,1361,0,0,3,3,0,46,0,0,1,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,42,270,0,0,0,0,40,0,0,0,22,0,0,0,0,7,372,0,0,0,19,0,1,0,35,0,87,63,0,40,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,65,0,0,0,1,0,0,0,1,0,195,0,37,214,73,1,0,5,0,0,0,3,6,0,1,3,106,0,0,0,4
"M27",0,0,38,0,0,1,0,0,0,0,0,0,43,0,21,0,0,0,1,45,0,162,1,0,0,1,0,6,6,0,29,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,437,0,0,0,0,0,0,18,0,11,0,0,0,0,1,4,0,0,0,271,0,4,0,229,0,5,7,0,6,3,3,0,0,0,1,1,0,0,0,4,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,526,0,1,293,114,1,0,240,0,0,0,0,6,0,0,118,335,0,0,0,0
"M277",0,28,21,0,224,0,0,0,31,37,0,0,257,9,0,4,0,32,13,167,0,225,0,0,26,16,94,2,0,0,39,635,0,0,0,0,0,0,0,0,0,0,5,72,0,0,11,0,0,0,0,13,851,0,11,0,0,203,0,0,0,0,16,0,0,0,0,682,0,0,103,0,35,346,0,159,0,170,62,0,75,13,0,0,2,0,2,0,0,0,0,0,9,0,0,0,1,300,0,0,17,1,18,0,0,0,0,334,0,11,613,97,0,14,130,10,0,0,5,0,0,102,39,253,3,0,0,4
"M28",0,3,51,1,0,0,0,0,0,0,20,0,85,0,1,0,0,0,0,47,0,62,0,0,0,7,1,19,10,0,3,1,0,0,0,3,1,0,2,0,0,0,0,21,1,0,0,0,0,0,0,0,248,5,0,0,8,4,6,1,0,10,0,0,2,0,1,16,0,0,4,105,0,0,0,338,0,12,24,0,36,6,3,0,0,58,7,0,43,0,0,0,0,0,8,12,0,3,0,0,1,0,0,0,0,0,0,292,0,2,337,147,2,0,134,0,0,0,1,1,0,1,193,338,7,0,0,0
"M29",0,0,18,18,0,0,0,0,2,1,2,0,52,2,2,0,0,0,1,15,0,65,0,0,0,7,2,3,6,0,23,7,0,5,0,0,0,0,0,0,0,0,0,104,1,0,2,0,0,0,0,0,449,0,0,0,2,8,5,3,0,66,0,0,6,0,1,28,0,0,1,68,0,1,0,12,0,2,0,0,45,11,0,0,0,0,4,1,3,0,0,0,0,0,0,221,2,10,7,0,2,7,10,0,4,0,0,116,0,17,571,316,2,2,355,0,0,0,0,4,1,8,199,203,0,0,0,0
"M296",0,0,5,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,11,0,178,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,4,1,245,0,1,0,0,2655,5,0,0,16,0,0,7,0,3,26,0,0,0,35,0,0,0,0,0,0,19,0,9,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,5,0,33,0,1,88,175,0,0,262,0,0,0,0,2,0,1,17,86,0,0,0,5
"M3",0,0,93,0,0,0,0,0,0,1,12,0,108,0,92,0,0,0,0,67,0,958,0,0,0,36,0,52,6,2,13,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,1,356,6,0,0,0,0,0,0,0,22,0,0,0,0,16,44,0,0,0,155,0,10,0,121,0,50,216,0,67,4,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,359,0,2,441,211,0,0,60,0,0,0,12,9,0,5,16,468,1,0,0,0
"M30",0,0,229,0,0,0,0,0,0,0,526,0,25,0,225,0,0,0,0,10,0,12,0,0,0,0,4,16,0,4,2,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,367,3,3,0,0,0,0,11,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1143,0,0,66,75,0,0,3,0,0,0,0,67,0,13,1,971,17,0,0,0
"M307",87,0,12,1,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,416,0,97,1,0,1,0,0,44,0,0,6,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,1,1,23,2201,0,0,0,13,8,0,1,0,0,0,0,0,1,1,95,0,1,0,4,7,9,0,7,0,10,56,0,4,23,0,0,0,0,0,1,0,0,0,2,0,1,0,491,0,26,0,0,0,8,1,0,0,0,1,18,0,3,249,416,0,1,457,0,0,0,3,5,0,8,2,301,1,2,8,0
"M31",0,0,27,0,0,0,0,0,0,0,0,0,30,0,7,0,0,0,3,13,0,173,1,0,0,0,0,59,1,1,47,7,0,0,0,1,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,435,0,0,0,0,0,2,15,0,11,0,0,0,0,6,86,1,0,3,115,3,3,0,6,1,63,6,0,15,18,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,9,0,0,0,10,1,1,0,0,1,431,0,1,788,387,0,0,612,3,0,0,0,5,0,10,425,299,0,0,0,0
"M311",0,1,57,0,0,0,0,7,0,2,0,0,45,0,36,0,0,0,1,40,0,559,1,0,0,2,0,76,2,0,5,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,7,0,770,0,0,0,0,2,59,0,0,24,0,0,0,0,17,97,0,0,0,263,0,2,0,288,0,55,1,0,24,72,3,0,0,0,0,0,8,0,0,1,0,0,0,2,2,88,1,0,0,1,0,0,0,2,0,367,0,59,407,586,2,0,226,0,0,0,0,30,0,0,16,245,0,0,0,0
"M313",0,1,32,0,0,0,0,0,0,0,1,0,55,0,2,0,0,0,0,10,0,126,1,0,0,1,0,170,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,188,0,0,0,0,1864,14,1,0,2,0,0,13,0,1,32,0,0,0,26,1,3,0,29,0,9,53,0,11,7,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,7,0,42,0,3,137,193,1,0,231,0,0,0,2,2,0,1,14,128,0,0,0,3
