test_error,# of Samples,Index of Predicted Column,Algorithm,algorithm
0.666558218148798,88,63,Pearson Correlation,LassoCV
0.6115321615877422,68,63,Pearson Correlation,LassoCV
0.5879262387628775,48,63,Pearson Correlation,LassoCV
0.7445650259420801,28,63,Pearson Correlation,LassoCV
0.12612134758482058,288,64,Pearson Correlation,LassoCV
0.12401088315942434,268,64,Pearson Correlation,LassoCV
0.11455511446580847,248,64,Pearson Correlation,LassoCV
0.14411657675626519,228,64,Pearson Correlation,LassoCV
0.15149213054080962,208,64,Pearson Correlation,LassoCV
0.14284418549901476,188,64,Pearson Correlation,LassoCV
0.17473461250408726,168,64,Pearson Correlation,LassoCV
0.1346446804598066,148,64,Pearson Correlation,LassoCV
0.16970741851207008,128,64,Pearson Correlation,LassoCV
0.19435816513118898,108,64,Pearson Correlation,LassoCV
0.22958444457455937,88,64,Pearson Correlation,LassoCV
0.2390108991057107,68,64,Pearson Correlation,LassoCV
0.09216501903639479,48,64,Pearson Correlation,LassoCV
0.5035990650381588,28,64,Pearson Correlation,LassoCV
0.5104340845016017,288,65,Pearson Correlation,LassoCV
0.524784387575785,268,65,Pearson Correlation,LassoCV
0.503954614378152,248,65,Pearson Correlation,LassoCV
0.6573621373217927,228,65,Pearson Correlation,LassoCV
0.577386562303965,208,65,Pearson Correlation,LassoCV
0.5971445300133255,188,65,Pearson Correlation,LassoCV
0.6134022017446333,168,65,Pearson Correlation,LassoCV
0.5677778641457616,148,65,Pearson Correlation,LassoCV
0.5987805026283165,128,65,Pearson Correlation,LassoCV
0.6408733819220022,108,65,Pearson Correlation,LassoCV
0.5644151601047384,88,65,Pearson Correlation,LassoCV
0.5638169022569214,68,65,Pearson Correlation,LassoCV
0.5492953041530313,48,65,Pearson Correlation,LassoCV
0.5446277716091221,28,65,Pearson Correlation,LassoCV
0.5391542037027998,288,66,Pearson Correlation,LassoCV
0.543660677612219,268,66,Pearson Correlation,LassoCV
0.5135805283719731,248,66,Pearson Correlation,LassoCV
0.5607232722612249,228,66,Pearson Correlation,LassoCV
0.5585902295683419,208,66,Pearson Correlation,LassoCV
0.6354136068085635,188,66,Pearson Correlation,LassoCV
0.5562220912674535,168,66,Pearson Correlation,LassoCV
0.5546445515326193,148,66,Pearson Correlation,LassoCV
0.543048231517206,128,66,Pearson Correlation,LassoCV
0.5118220504099448,108,66,Pearson Correlation,LassoCV
0.5684759253634891,88,66,Pearson Correlation,LassoCV
0.594685794110688,68,66,Pearson Correlation,LassoCV
0.5992294389832301,48,66,Pearson Correlation,LassoCV
0.7481482624908846,28,66,Pearson Correlation,LassoCV
0.4668548521014036,288,67,Pearson Correlation,LassoCV
0.42115168811410747,268,67,Pearson Correlation,LassoCV
0.39831179893532487,248,67,Pearson Correlation,LassoCV
0.46749820668708914,228,67,Pearson Correlation,LassoCV
0.4204833025287969,208,67,Pearson Correlation,LassoCV
0.630075267949257,188,67,Pearson Correlation,LassoCV
0.6397914855715138,168,67,Pearson Correlation,LassoCV
0.5873369000456,148,67,Pearson Correlation,LassoCV
0.6141411864667231,128,67,Pearson Correlation,LassoCV
0.5935621977324419,108,67,Pearson Correlation,LassoCV
0.5712526974271928,88,67,Pearson Correlation,LassoCV
0.5255455292678914,68,67,Pearson Correlation,LassoCV
0.5750632053983474,48,67,Pearson Correlation,LassoCV
0.6770168232327256,28,67,Pearson Correlation,LassoCV
0.3218999966979933,288,68,Pearson Correlation,LassoCV
0.307475567478732,268,68,Pearson Correlation,LassoCV
0.30941092321395963,248,68,Pearson Correlation,LassoCV
0.31635871220774364,228,68,Pearson Correlation,LassoCV
0.3359812161198385,208,68,Pearson Correlation,LassoCV
0.34317918636546835,188,68,Pearson Correlation,LassoCV
0.3390607970202555,168,68,Pearson Correlation,LassoCV
0.6724351721657366,148,68,Pearson Correlation,LassoCV
0.6099949925774383,128,68,Pearson Correlation,LassoCV
0.5886063717182622,108,68,Pearson Correlation,LassoCV
0.5851718056854045,88,68,Pearson Correlation,LassoCV
0.6506428227011383,68,68,Pearson Correlation,LassoCV
0.6799273033901723,48,68,Pearson Correlation,LassoCV
0.6891832971461295,28,68,Pearson Correlation,LassoCV
0.5267085271759493,288,69,Pearson Correlation,LassoCV
0.506167814422921,268,69,Pearson Correlation,LassoCV
0.5703693173406686,248,69,Pearson Correlation,LassoCV
0.5533395391657603,228,69,Pearson Correlation,LassoCV
0.5535504732112692,208,69,Pearson Correlation,LassoCV
0.5530335008304679,188,69,Pearson Correlation,LassoCV
0.6155956093322201,168,69,Pearson Correlation,LassoCV
0.5321628910437766,148,69,Pearson Correlation,LassoCV
0.4783432875361209,128,69,Pearson Correlation,LassoCV
0.6573076562540271,108,69,Pearson Correlation,LassoCV
0.6101631200074172,88,69,Pearson Correlation,LassoCV
0.49729176494505895,68,69,Pearson Correlation,LassoCV
0.5586150392099261,48,69,Pearson Correlation,LassoCV
0.5522964667973196,28,69,Pearson Correlation,LassoCV
0.2666872602238272,288,70,Pearson Correlation,LassoCV
0.2765971164967252,268,70,Pearson Correlation,LassoCV
0.27825054033142016,248,70,Pearson Correlation,LassoCV
0.2865953216826431,228,70,Pearson Correlation,LassoCV
0.2779231804338486,208,70,Pearson Correlation,LassoCV
0.3037490325248419,188,70,Pearson Correlation,LassoCV
0.26605897995809985,168,70,Pearson Correlation,LassoCV
0.29021892558282303,148,70,Pearson Correlation,LassoCV
0.3159887934522169,128,70,Pearson Correlation,LassoCV
0.3201553096676256,108,70,Pearson Correlation,LassoCV
0.422241766228823,88,70,Pearson Correlation,LassoCV
0.3297540005029104,68,70,Pearson Correlation,LassoCV
0.45646478545228364,48,70,Pearson Correlation,LassoCV
0.47134391090977457,28,70,Pearson Correlation,LassoCV
0.3967500354400108,288,71,Pearson Correlation,LassoCV
0.4334654724456666,268,71,Pearson Correlation,LassoCV
0.4469748657077394,248,71,Pearson Correlation,LassoCV
0.45463679731034584,228,71,Pearson Correlation,LassoCV
0.45670949827887597,208,71,Pearson Correlation,LassoCV
0.4494683275740053,188,71,Pearson Correlation,LassoCV
0.4608790708173866,168,71,Pearson Correlation,LassoCV
0.4073066245788131,148,71,Pearson Correlation,LassoCV
0.38747677106925954,128,71,Pearson Correlation,LassoCV
0.441072281979996,108,71,Pearson Correlation,LassoCV
0.6209027156338722,88,71,Pearson Correlation,LassoCV
0.6463662071167197,68,71,Pearson Correlation,LassoCV
0.6086985953180655,48,71,Pearson Correlation,LassoCV
0.8233417764418992,28,71,Pearson Correlation,LassoCV
0.43270673186477526,288,72,Pearson Correlation,LassoCV
0.43636135788922714,268,72,Pearson Correlation,LassoCV
0.4295859191091984,248,72,Pearson Correlation,LassoCV
0.4324826482037491,228,72,Pearson Correlation,LassoCV
0.4405582477835439,208,72,Pearson Correlation,LassoCV
0.4424599883751823,188,72,Pearson Correlation,LassoCV
0.4256455698864394,168,72,Pearson Correlation,LassoCV
0.5259143944530945,148,72,Pearson Correlation,LassoCV
0.48381848322596044,128,72,Pearson Correlation,LassoCV
0.5848201691160891,108,72,Pearson Correlation,LassoCV
0.520428846332295,88,72,Pearson Correlation,LassoCV
0.4209662621039673,68,72,Pearson Correlation,LassoCV
0.4644403685128729,48,72,Pearson Correlation,LassoCV
0.6865954564271334,28,72,Pearson Correlation,LassoCV
0.46690460374577564,288,73,Pearson Correlation,LassoCV
0.4831027905830069,268,73,Pearson Correlation,LassoCV
0.4898243801189577,248,73,Pearson Correlation,LassoCV
0.5504911786727401,228,73,Pearson Correlation,LassoCV
0.5505303685992083,208,73,Pearson Correlation,LassoCV
0.5860714589758539,188,73,Pearson Correlation,LassoCV
0.5795185867953699,168,73,Pearson Correlation,LassoCV
0.609700918611933,148,73,Pearson Correlation,LassoCV
0.598947767288549,128,73,Pearson Correlation,LassoCV
0.5544894855543325,108,73,Pearson Correlation,LassoCV
0.6212261387377823,88,73,Pearson Correlation,LassoCV
0.5997477138069448,68,73,Pearson Correlation,LassoCV
0.5741071712451263,48,73,Pearson Correlation,LassoCV
0.6007892549621942,28,73,Pearson Correlation,LassoCV
0.519195567152247,288,74,Pearson Correlation,LassoCV
0.5766890439800103,268,74,Pearson Correlation,LassoCV
0.5620485587875258,248,74,Pearson Correlation,LassoCV
0.5890043790966351,228,74,Pearson Correlation,LassoCV
0.5943539684491178,208,74,Pearson Correlation,LassoCV
0.6040026103738699,188,74,Pearson Correlation,LassoCV
0.5618683516081973,168,74,Pearson Correlation,LassoCV
0.556919621892149,148,74,Pearson Correlation,LassoCV
0.601275718693075,128,74,Pearson Correlation,LassoCV
0.5718329182433505,108,74,Pearson Correlation,LassoCV
0.6062705351223328,88,74,Pearson Correlation,LassoCV
0.6348361077502632,68,74,Pearson Correlation,LassoCV
0.6065150752769327,48,74,Pearson Correlation,LassoCV
0.6488692346480771,28,74,Pearson Correlation,LassoCV
0.2731300943481125,288,75,Pearson Correlation,LassoCV
0.2682207690278416,268,75,Pearson Correlation,LassoCV
0.29917308779284324,248,75,Pearson Correlation,LassoCV
0.2819589332553281,228,75,Pearson Correlation,LassoCV
0.29557215614196414,208,75,Pearson Correlation,LassoCV
0.29444347342949,188,75,Pearson Correlation,LassoCV
0.29871259349540263,168,75,Pearson Correlation,LassoCV
0.3248016053389954,148,75,Pearson Correlation,LassoCV
0.35117304797998755,128,75,Pearson Correlation,LassoCV
0.35032110412545386,108,75,Pearson Correlation,LassoCV
0.36527222947107374,88,75,Pearson Correlation,LassoCV
0.4178116783826558,68,75,Pearson Correlation,LassoCV
0.37158980565636623,48,75,Pearson Correlation,LassoCV
0.4033368141379267,28,75,Pearson Correlation,LassoCV
0.2331770107916198,288,76,Pearson Correlation,LassoCV
0.2528618273286627,268,76,Pearson Correlation,LassoCV
0.24202968953312168,248,76,Pearson Correlation,LassoCV
0.24229025082622846,228,76,Pearson Correlation,LassoCV
0.23863280691988828,208,76,Pearson Correlation,LassoCV
0.2536485995045938,188,76,Pearson Correlation,LassoCV
0.24275587803170137,168,76,Pearson Correlation,LassoCV
0.24404761160432986,148,76,Pearson Correlation,LassoCV
0.30372737190975935,128,76,Pearson Correlation,LassoCV
0.24997594894649122,108,76,Pearson Correlation,LassoCV
0.24652234513084456,88,76,Pearson Correlation,LassoCV
0.2418803977230878,68,76,Pearson Correlation,LassoCV
0.2593535691987723,48,76,Pearson Correlation,LassoCV
0.36102950222550595,28,76,Pearson Correlation,LassoCV
0.3776696715560906,288,77,Pearson Correlation,LassoCV
0.39657543271026574,268,77,Pearson Correlation,LassoCV
0.40962549636498397,248,77,Pearson Correlation,LassoCV
0.3964361461390382,228,77,Pearson Correlation,LassoCV
0.4081558743081984,208,77,Pearson Correlation,LassoCV
0.4264151133979306,188,77,Pearson Correlation,LassoCV
0.4095082018284946,168,77,Pearson Correlation,LassoCV
0.35456747889409784,148,77,Pearson Correlation,LassoCV
0.3280684982769454,128,77,Pearson Correlation,LassoCV
0.42059569591690593,108,77,Pearson Correlation,LassoCV
0.4502963041373318,88,77,Pearson Correlation,LassoCV
0.42843147331422227,68,77,Pearson Correlation,LassoCV
0.46019904581115795,48,77,Pearson Correlation,LassoCV
0.4392490819154089,28,77,Pearson Correlation,LassoCV
0.5470818044419626,288,78,Pearson Correlation,LassoCV
0.5545639464060587,268,78,Pearson Correlation,LassoCV
0.5530572238713055,248,78,Pearson Correlation,LassoCV
0.582643324856814,228,78,Pearson Correlation,LassoCV
0.6254476802042158,208,78,Pearson Correlation,LassoCV
0.5495482795334145,188,78,Pearson Correlation,LassoCV
0.5814615138569099,168,78,Pearson Correlation,LassoCV
0.4980915526047666,148,78,Pearson Correlation,LassoCV
0.5205848350457655,128,78,Pearson Correlation,LassoCV
0.5739511184002172,108,78,Pearson Correlation,LassoCV
0.6014198534076771,88,78,Pearson Correlation,LassoCV
0.6303390086567126,68,78,Pearson Correlation,LassoCV
0.5859073655448679,48,78,Pearson Correlation,LassoCV
0.7149670158996718,28,78,Pearson Correlation,LassoCV
0.44108279579935217,288,79,Pearson Correlation,LassoCV
0.4202713584880737,268,79,Pearson Correlation,LassoCV
0.4965457335993579,248,79,Pearson Correlation,LassoCV
0.4452724329002263,228,79,Pearson Correlation,LassoCV
0.45589437210903033,208,79,Pearson Correlation,LassoCV
0.5050775337927494,188,79,Pearson Correlation,LassoCV
0.5416660343409432,168,79,Pearson Correlation,LassoCV
0.525994764665742,148,79,Pearson Correlation,LassoCV
0.5454192880187833,128,79,Pearson Correlation,LassoCV
0.6193510183050183,108,79,Pearson Correlation,LassoCV
0.5997238918620208,88,79,Pearson Correlation,LassoCV
0.5264610347694643,68,79,Pearson Correlation,LassoCV
0.46802302123311196,48,79,Pearson Correlation,LassoCV
0.5064133141820825,28,79,Pearson Correlation,LassoCV
0.5112180808440794,288,80,Pearson Correlation,LassoCV
0.49724011092523895,268,80,Pearson Correlation,LassoCV
0.5263811924171246,248,80,Pearson Correlation,LassoCV
0.5204863746479093,228,80,Pearson Correlation,LassoCV
0.5363941460967158,208,80,Pearson Correlation,LassoCV
0.5628776057243291,188,80,Pearson Correlation,LassoCV
0.5825531940265396,168,80,Pearson Correlation,LassoCV
0.5395420758497309,148,80,Pearson Correlation,LassoCV
0.4044482785601124,128,80,Pearson Correlation,LassoCV
0.4171994789847529,108,80,Pearson Correlation,LassoCV
0.41191434869026283,88,80,Pearson Correlation,LassoCV
0.38575204870422186,68,80,Pearson Correlation,LassoCV
0.3773984528402526,48,80,Pearson Correlation,LassoCV
0.5085820257180561,28,80,Pearson Correlation,LassoCV
0.1820282173850506,288,81,Pearson Correlation,LassoCV
0.23251406955188145,268,81,Pearson Correlation,LassoCV
0.34958215273646925,248,81,Pearson Correlation,LassoCV
0.3765189489266672,228,81,Pearson Correlation,LassoCV
0.3240595041986563,208,81,Pearson Correlation,LassoCV
0.3094239093797269,188,81,Pearson Correlation,LassoCV
0.35939296644746266,168,81,Pearson Correlation,LassoCV
0.3520674877582854,148,81,Pearson Correlation,LassoCV
0.36833060184290395,128,81,Pearson Correlation,LassoCV
0.35327902285667784,108,81,Pearson Correlation,LassoCV
0.4149608546560352,88,81,Pearson Correlation,LassoCV
0.410362944062355,68,81,Pearson Correlation,LassoCV
0.4195461302371258,48,81,Pearson Correlation,LassoCV
0.8237268011767714,28,81,Pearson Correlation,LassoCV
0.5451558496958165,288,82,Pearson Correlation,LassoCV
0.543135233070971,268,82,Pearson Correlation,LassoCV
0.5403269609278799,248,82,Pearson Correlation,LassoCV
0.5353082531050278,228,82,Pearson Correlation,LassoCV
0.541540573886557,208,82,Pearson Correlation,LassoCV
0.5505512991447089,188,82,Pearson Correlation,LassoCV
0.5550785391956079,168,82,Pearson Correlation,LassoCV
0.5554294591206166,148,82,Pearson Correlation,LassoCV
0.5545813034568082,128,82,Pearson Correlation,LassoCV
0.5687044497175676,108,82,Pearson Correlation,LassoCV
0.5133438101494172,88,82,Pearson Correlation,LassoCV
0.5397850375890307,68,82,Pearson Correlation,LassoCV
0.9574205893427951,48,82,Pearson Correlation,LassoCV
0.6616427454520935,28,82,Pearson Correlation,LassoCV
0.5350153541755103,288,83,Pearson Correlation,LassoCV
0.5011681597437577,268,83,Pearson Correlation,LassoCV
0.5021483078584769,248,83,Pearson Correlation,LassoCV
0.462512298524802,228,83,Pearson Correlation,LassoCV
0.4596529436519585,208,83,Pearson Correlation,LassoCV
0.4362769560391462,188,83,Pearson Correlation,LassoCV
0.4424404132492243,168,83,Pearson Correlation,LassoCV
0.4401179311843075,148,83,Pearson Correlation,LassoCV
0.4444825247173198,128,83,Pearson Correlation,LassoCV
0.44057907593041695,108,83,Pearson Correlation,LassoCV
0.478538420217939,88,83,Pearson Correlation,LassoCV
0.4647575984306722,68,83,Pearson Correlation,LassoCV
0.42094099604210067,48,83,Pearson Correlation,LassoCV
0.5266996171900211,28,83,Pearson Correlation,LassoCV
0.49837855136159076,288,84,Pearson Correlation,LassoCV
0.5045362768723352,268,84,Pearson Correlation,LassoCV
0.500315990415566,248,84,Pearson Correlation,LassoCV
0.4993186182698268,228,84,Pearson Correlation,LassoCV
0.52815411210702,208,84,Pearson Correlation,LassoCV
0.537374989650461,188,84,Pearson Correlation,LassoCV
0.6317666841084376,168,84,Pearson Correlation,LassoCV
0.5821823984695413,148,84,Pearson Correlation,LassoCV
0.5647395489399518,128,84,Pearson Correlation,LassoCV
0.7194610336985595,108,84,Pearson Correlation,LassoCV
0.7220784000136714,88,84,Pearson Correlation,LassoCV
0.6993526822354541,68,84,Pearson Correlation,LassoCV
0.6663301790294627,48,84,Pearson Correlation,LassoCV
0.49861897608220823,28,84,Pearson Correlation,LassoCV
0.2985911713378144,288,85,Pearson Correlation,LassoCV
0.32115250498402603,268,85,Pearson Correlation,LassoCV
0.2785971785481309,248,85,Pearson Correlation,LassoCV
0.2804424000931489,228,85,Pearson Correlation,LassoCV
0.2850571326976941,208,85,Pearson Correlation,LassoCV
0.27512967495707813,188,85,Pearson Correlation,LassoCV
0.28992388111149153,168,85,Pearson Correlation,LassoCV
0.2628021263946483,148,85,Pearson Correlation,LassoCV
0.4108186099773831,128,85,Pearson Correlation,LassoCV
0.3363442133736096,108,85,Pearson Correlation,LassoCV
0.45449654650536786,88,85,Pearson Correlation,LassoCV
0.392417411128412,68,85,Pearson Correlation,LassoCV
0.3875375011488719,48,85,Pearson Correlation,LassoCV
0.2565417665062552,28,85,Pearson Correlation,LassoCV
0.3432339470087311,288,86,Pearson Correlation,LassoCV
0.365128294038845,268,86,Pearson Correlation,LassoCV
0.3766834007865763,248,86,Pearson Correlation,LassoCV
0.35129949403939253,228,86,Pearson Correlation,LassoCV
0.34831423967362407,208,86,Pearson Correlation,LassoCV
0.3753547352570088,188,86,Pearson Correlation,LassoCV
0.36961505128153577,168,86,Pearson Correlation,LassoCV
0.37173366332622465,148,86,Pearson Correlation,LassoCV
0.38421126444375364,128,86,Pearson Correlation,LassoCV
0.45867570332241625,108,86,Pearson Correlation,LassoCV
0.5035077497145773,88,86,Pearson Correlation,LassoCV
0.6222208987630483,68,86,Pearson Correlation,LassoCV
0.5736335872938931,48,86,Pearson Correlation,LassoCV
0.5450235150899949,28,86,Pearson Correlation,LassoCV
0.31520368675679394,288,87,Pearson Correlation,LassoCV
0.27041337959992834,268,87,Pearson Correlation,LassoCV
0.34111719583363026,248,87,Pearson Correlation,LassoCV
0.3412234027547349,228,87,Pearson Correlation,LassoCV
0.36471394521737494,208,87,Pearson Correlation,LassoCV
0.3358055696796765,188,87,Pearson Correlation,LassoCV
0.41322377304516467,168,87,Pearson Correlation,LassoCV
0.36868364448519203,148,87,Pearson Correlation,LassoCV
0.44674759211109133,128,87,Pearson Correlation,LassoCV
0.4843023585367893,108,87,Pearson Correlation,LassoCV
0.5073551825145818,88,87,Pearson Correlation,LassoCV
0.46827407330371607,68,87,Pearson Correlation,LassoCV
0.44264249722957594,48,87,Pearson Correlation,LassoCV
0.38033862847913613,28,87,Pearson Correlation,LassoCV
0.2638268760724986,288,88,Pearson Correlation,LassoCV
0.29552239556216975,268,88,Pearson Correlation,LassoCV
0.2963040792674794,248,88,Pearson Correlation,LassoCV
0.2937295153572752,228,88,Pearson Correlation,LassoCV
0.31378143504687245,208,88,Pearson Correlation,LassoCV
0.3031860156363751,188,88,Pearson Correlation,LassoCV
0.28602505144000134,168,88,Pearson Correlation,LassoCV
0.3098967196926508,148,88,Pearson Correlation,LassoCV
0.28532886373269606,128,88,Pearson Correlation,LassoCV
0.3770991407367575,108,88,Pearson Correlation,LassoCV
0.3349780100405944,88,88,Pearson Correlation,LassoCV
0.4864364754236144,68,88,Pearson Correlation,LassoCV
0.47638027769572866,48,88,Pearson Correlation,LassoCV
0.44154043982081453,28,88,Pearson Correlation,LassoCV
0.08755623452086343,288,89,Pearson Correlation,LassoCV
0.12121566339496,268,89,Pearson Correlation,LassoCV
0.11252106700820026,248,89,Pearson Correlation,LassoCV
0.09508732830111033,228,89,Pearson Correlation,LassoCV
0.12224607090536753,208,89,Pearson Correlation,LassoCV
0.13217647901880406,188,89,Pearson Correlation,LassoCV
0.11325120849456417,168,89,Pearson Correlation,LassoCV
0.1412494484349022,148,89,Pearson Correlation,LassoCV
0.1502543438353799,128,89,Pearson Correlation,LassoCV
0.06840828077169196,108,89,Pearson Correlation,LassoCV
0.06979002765750278,88,89,Pearson Correlation,LassoCV
0.08044734534869535,68,89,Pearson Correlation,LassoCV
0.08084311322785105,48,89,Pearson Correlation,LassoCV
0.08041950003465675,28,89,Pearson Correlation,LassoCV
0.41755161559841275,288,90,Pearson Correlation,LassoCV
0.407475260695317,268,90,Pearson Correlation,LassoCV
0.3963608430514103,248,90,Pearson Correlation,LassoCV
0.41737549551329467,228,90,Pearson Correlation,LassoCV
0.45288313049913437,208,90,Pearson Correlation,LassoCV
0.486693389798972,188,90,Pearson Correlation,LassoCV
0.5125930636085707,168,90,Pearson Correlation,LassoCV
0.4156411402188207,148,90,Pearson Correlation,LassoCV
0.4064683203666762,128,90,Pearson Correlation,LassoCV
0.39825167936097955,108,90,Pearson Correlation,LassoCV
0.47652306990388543,88,90,Pearson Correlation,LassoCV
0.6004855636428136,68,90,Pearson Correlation,LassoCV
0.587645021246818,48,90,Pearson Correlation,LassoCV
0.5778966984331396,28,90,Pearson Correlation,LassoCV
0.362880155335372,288,91,Pearson Correlation,LassoCV
0.39656343680570477,268,91,Pearson Correlation,LassoCV
0.35632417688336426,248,91,Pearson Correlation,LassoCV
0.39063873007200156,228,91,Pearson Correlation,LassoCV
0.4248853580241288,208,91,Pearson Correlation,LassoCV
0.39984753506785636,188,91,Pearson Correlation,LassoCV
0.35628481324320077,168,91,Pearson Correlation,LassoCV
0.3422551034060157,148,91,Pearson Correlation,LassoCV
0.3650160251743737,128,91,Pearson Correlation,LassoCV
0.35501800678746903,108,91,Pearson Correlation,LassoCV
0.44054180054316255,88,91,Pearson Correlation,LassoCV
0.35980313954681237,68,91,Pearson Correlation,LassoCV
0.27339180569850946,48,91,Pearson Correlation,LassoCV
0.2851879966788246,28,91,Pearson Correlation,LassoCV
0.44832248895028587,288,92,Pearson Correlation,LassoCV
0.4946421060398274,268,92,Pearson Correlation,LassoCV
0.4726198582902514,248,92,Pearson Correlation,LassoCV
0.4583428630750914,228,92,Pearson Correlation,LassoCV
0.45851798809103467,208,92,Pearson Correlation,LassoCV
0.5186809559385316,188,92,Pearson Correlation,LassoCV
0.49267431941603634,168,92,Pearson Correlation,LassoCV
0.525923884893531,148,92,Pearson Correlation,LassoCV
0.4218975014278786,128,92,Pearson Correlation,LassoCV
0.3878298469107377,108,92,Pearson Correlation,LassoCV
0.437826050485184,88,92,Pearson Correlation,LassoCV
0.43599081092927827,68,92,Pearson Correlation,LassoCV
0.4459260923416612,48,92,Pearson Correlation,LassoCV
0.5332080896818466,28,92,Pearson Correlation,LassoCV
0.33322005591897325,288,93,Pearson Correlation,LassoCV
0.3567547809781013,268,93,Pearson Correlation,LassoCV
0.3641022873575552,248,93,Pearson Correlation,LassoCV
0.36990901966809303,228,93,Pearson Correlation,LassoCV
0.3732841895418238,208,93,Pearson Correlation,LassoCV
0.379651074737184,188,93,Pearson Correlation,LassoCV
0.3956520798505397,168,93,Pearson Correlation,LassoCV
0.3605741756486567,148,93,Pearson Correlation,LassoCV
0.35952516687861547,128,93,Pearson Correlation,LassoCV
0.3508346460947318,108,93,Pearson Correlation,LassoCV
0.35657928059608407,88,93,Pearson Correlation,LassoCV
0.3630131304098698,68,93,Pearson Correlation,LassoCV
0.3282708305838615,48,93,Pearson Correlation,LassoCV
0.4683733793292475,28,93,Pearson Correlation,LassoCV
0.6525929504865418,288,94,Pearson Correlation,LassoCV
0.6422796551202082,268,94,Pearson Correlation,LassoCV
0.6378936776768881,248,94,Pearson Correlation,LassoCV
0.660024856794846,228,94,Pearson Correlation,LassoCV
0.6984317456897262,208,94,Pearson Correlation,LassoCV
0.7216584509937851,188,94,Pearson Correlation,LassoCV
0.7444368991911882,168,94,Pearson Correlation,LassoCV
0.7504135708476287,148,94,Pearson Correlation,LassoCV
0.6192835304187352,128,94,Pearson Correlation,LassoCV
0.6031210987859844,108,94,Pearson Correlation,LassoCV
0.7606715259997539,88,94,Pearson Correlation,LassoCV
0.4501857380967373,68,94,Pearson Correlation,LassoCV
0.4376911175697667,48,94,Pearson Correlation,LassoCV
0.4384252928734195,28,94,Pearson Correlation,LassoCV
0.5666272797796107,288,95,Pearson Correlation,LassoCV
0.5818272173945281,268,95,Pearson Correlation,LassoCV
0.5894181032549531,248,95,Pearson Correlation,LassoCV
0.5725535772009387,228,95,Pearson Correlation,LassoCV
0.600234645276305,208,95,Pearson Correlation,LassoCV
0.5892815339414641,188,95,Pearson Correlation,LassoCV
0.5879010648771413,168,95,Pearson Correlation,LassoCV
0.5827019535051149,148,95,Pearson Correlation,LassoCV
